song,artist,weeks,peak,year,genre,gsId
Karma Chameleon,Culture Club,5,17,1983,Soul,NULL
Touch A Four Leaf Clover,Atlantic Starr,4,87,1983,Other,NULL
Save The Last Dance For Me,Dolly Parton,4,60,1983,Country,NULL
Yah Mo B There,James Ingram With Michael McDonald,4,50,1983,Soul,NULL
Telefone (long Distance Love Affair),Sheena Easton,9,9,1983,Pop,NULL
Let s Go Up,Diana Ross,3,83,1983,Soul,NULL
I Need You,The Pointer Sisters,9,48,1983,Soul,NULL
Take Me Back,Bonnie Tyler,5,51,1983,Rock,NULL
Church Of The Poison Mind,Culture Club,11,10,1983,Rock,NULL
Love Is A Battlefield,Pat Benatar,15,5,1983,Rock,NULL
Twist Of Fate,Olivia Newton-John,9,8,1983,Pop,NULL
Holiday,Madonna,10,31,1983,Rock,NULL
You Don t Believe,The Alan Parsons Project,7,54,1983,Other,NULL
Gloria,The Doors,5,73,1983,Rock,NULL
Let s Pretend We re Married\/irresistable Bitch,Prince And The Revolution,3,82,1983,Other,NULL
Making Love Out Of Nothing At All,Air Supply,23,2,1983,Other,NULL
Talking In Your Sleep,The Romantics,13,12,1983,Rock,NULL
Street Of Dreams,Rainbow,9,60,1983,Heavy metal,NULL
Synchronicity II,The Police,9,16,1983,Rock,NULL
Heart And Soul,Huey Lewis ,9,8,1983,Pop,NULL
Tonight I Celebrate My Love,Peabo Bryson ,9,16,1983,Rock,NULL
I Still Can t Get Over Loving You,Ray Parker Jr.,8,28,1983,Rhythm and blues (R&B),NULL
What s New,Linda Ronstadt,9,53,1983,Country,NULL
If Love Should Go,Streets,5,87,1983,Rock,NULL
Let The Music Play,Shannon,8,42,1983,Rhythm and blues (R&B),NULL
Nightbird,Stevie Nicks,3,48,1983,Heavy metal,NULL
Union Of The Snake,Duran Duran,9,3,1983,Pop,NULL
I Won t Stand In Your Way,Stray Cats,9,35,1983,Rock,NULL
Gold,Spandau Ballet,7,34,1983,Pop,NULL
Delirious,Prince And The Revolution,9,8,1983,Other,NULL
Tender Is The Night,Jackson Browne,15,25,1983,Country,NULL
That s All,Genesis,6,27,1983,Heavy metal,NULL
Tell Me If You Still Care,The S.O.S. Band,7,79,1983,Other,NULL
Think Of Laura,Christopher Cross,4,38,1983,Pop,NULL
State Of The Union,Industry,7,81,1983,Pop,NULL
The Sound Of Goodbye,Crystal Gayle,4,84,1983,Jazz,NULL
The Dream,Irene Cara,4,58,1983,Rhythm and blues (R&B),NULL
Major Tom (Coming Home),Peter Schilling,15,14,1983,Other,NULL
Suddenly Last Summer,The Motels,18,9,1983,Alternative rock,NULL
Invisible Hands,Kim Carnes,12,40,1983,Pop,NULL
When The Lights Go Out,Naked Eyes,11,37,1983,Pop,NULL
An Innocent Man,Billy Joel,3,44,1983,Other,NULL
Why Me?,Irene Cara,11,13,1983,Rhythm and blues (R&B),NULL
Pink Houses,John Mellencamp,4,29,1983,Rock,NULL
Owner Of A Lonely Heart,Yes,9,4,1983,Heavy metal,NULL
Baby I Lied,Deborah Allen,12,39,1983,Pop,NULL
Wet My Whistle,Midnight Star,6,64,1983,Soul,NULL
Read  Em And Weep,Barry Manilow,7,23,1983,Other,NULL
99 Luftballons,Nena,4,62,1983,Pop,NULL
So Bad,Paul McCartney,2,49,1983,Other,NULL
Cum On Feel The Noize,Quiet Riot,16,5,1983,Rock,NULL
Send Me An Angel,Real Life,8,46,1983,Other,NULL
I Guess That s Why They Call It The Blues,Elton John,9,11,1983,Pop,NULL
The Smile Has Left Your Eyes,Asia,12,34,1983,Other,NULL
This Must Be The Place,Talking Heads,6,62,1983,Funk,NULL
Middle Of The Road,Pretenders,3,43,1983,Rock,NULL
Big Crash,Eddie Money,7,55,1983,Heavy metal,NULL
Undercover Of The Night,The Rolling Stones,8,9,1983,Rhythm and blues (R&B),NULL
The Way He Makes Me Feel,Barbra Streisand,11,40,1983,Other,NULL
Rappin  Rodney,Rodney Dangerfield,5,86,1983,Other,NULL
Electric Kingdom,Twilight 22,3,90,1983,Other,NULL
If I d Been The One,Thirty Eight Special,8,25,1983,Other,NULL
(You Can Still) Rock In America,Night Ranger,5,61,1983,Heavy metal,NULL
Send Her My Love,Journey,15,23,1983,Rock,NULL
The Politics Of Dancing,Re-flex,6,59,1983,Dance,NULL
I Am Love,Jennifer Holliday,11,49,1983,Soul,NULL
Uptown Girl,Billy Joel,15,3,1983,Other,NULL
P.Y.T. (Pretty Young Thing),Michael Jackson,13,10,1983,Rock,NULL
Joanna,Kool ,9,22,1983,Other,NULL
Say It Isn t So,Daryl Hall  John Oates,9,2,1983,Other,NULL
Just One More Time,The Headpins,2,89,1983,Other,NULL
The Curly Shuffle,Jump  n The Saddle,5,32,1983,Other,NULL
You re Looking Like Love To Me,Peabo Bryson ,2,74,1983,Rhythm and blues (R&B),NULL
Magnetic,"Earth, Wind ",8,57,1983,Soul,NULL
One Thing Leads To Another,The Fixx,19,4,1983,Rock,NULL
Crumblin  Down,John Mellencamp,9,9,1983,Rock,NULL
Allergies,Paul Simon,9,44,1983,Rock,NULL
Islands In The Stream,Kenny Rogers ,9,1,1983,Country,NULL
The Sign Of Fire,The Fixx,6,35,1983,Rock,NULL
Stay With Me Tonight,Jeffrey Osborne,12,33,1983,Funk,NULL
Say Say Say,Paul McCartney And Michael Jackson,9,1,1983,Other,NULL
All Night Long (All Night),Lionel Richie,16,1,1983,Rhythm and blues (R&B),NULL
Give It Up,K.C.,2,67,1983,Other,NULL
Total Eclipse Of The Heart,Bonnie Tyler,25,1,1983,Pop,NULL
In A Big Country,Big Country,11,17,1983,Other,NULL
Red Hot,Herb Alpert,4,77,1983,Funk,NULL
Time Will Reveal,Debarge,9,26,1983,Funk,NULL
Sweetheart Like You,Bob Dylan,3,85,1983,Rock,NULL
Lick It Up,Kiss,8,66,1983,Other,NULL
Ebony Eyes,Rick James And Smokey Robinson,4,52,1983,Other,NULL
Someone Like You,Michael Stanley Band,2,81,1983,Other,NULL
Break My Stride,Matthew Wilder,16,10,1983,Other,NULL
Souls,Rick Springfield,12,23,1983,Pop,NULL
Remember The Night,The Motels,5,45,1983,Alternative rock,NULL
Almost Over You,Sheena Easton,4,63,1983,Pop,NULL
Girls Just Want To Have Fun,Cyndi Lauper,3,69,1983,Rock,NULL
Running With The Night,Lionel Richie,6,21,1983,Pop,NULL
Memphis,Joe Jackson,4,85,1983,Other,NULL
Mirror Man,The Human League,12,30,1983,Dance,NULL
Blue World,The Moody Blues,6,62,1983,Rhythm and blues (R&B),NULL
Just Got Lucky,Joboxers,7,36,1983,Rock,NULL
I Just Can t Walk Away,Four Tops,7,71,1983,Pop,NULL
Love Is A Stranger,Eurythmics,13,23,1983,Rhythm and blues (R&B),NULL
If Anyone Falls,Stevie Nicks,14,14,1983,Pop,NULL
A Little Good News,Anne Murray,9,74,1983,Other,NULL
Modern Love,David Bowie,13,14,1983,Rock,NULL
The Flyer,Saga,3,79,1983,Rock,NULL
King Of Pain,The Police,16,3,1983,Rock,NULL
Only You,Commodores,13,54,1983,Funk,NULL
Burning Down The House,Talking Heads,20,9,1983,Funk,NULL
Lady Down On Love,Alabama,6,76,1983,Other,NULL
Foolin ,Def Leppard,5,28,1983,Heavy metal,NULL
My Town,Michael Stanley Band,10,39,1983,Other,NULL
All The Right Moves,Jennifer Warnes\/Chris Thompson,4,85,1983,Other,NULL
Spice Of Life,The Manhattan Transfer,13,40,1983,Other,NULL
True,Spandau Ballet,18,4,1983,Funk,NULL
Can t Shake Loose,Agnetha Faltskog,5,29,1983,Other,NULL
On The Dark Side,Eddie ,5,64,1983,Jazz,NULL
Queen Of The Broken Hearts,Loverboy,12,34,1983,Heavy metal,NULL
The Safety Dance,Men Without Hats,24,3,1983,Other,NULL
Stop Doggin  Me Around,Klique,5,50,1983,Other,NULL
Promises Promises,Naked Eyes,4,51,1983,Pop,NULL
Miracles,Stacy Lattisaw,16,40,1983,Soul,NULL
I Like,Men Without Hats,3,84,1983,Other,NULL
Automatic Man,Michael Sembello,10,34,1983,Alternative rock,NULL
Tell Her About It,Billy Joel,18,1,1983,Other,NULL
Old Time Rock ,Bob Seger,4,58,1983,Rock,NULL
Just Be Good To Me,The S.O.S. Band,14,55,1983,Other,NULL
Mama,Genesis,9,54,1983,Heavy metal,NULL
Dr. Heckyl And Mr. Jive,Men At Work,4,33,1983,Pop,NULL
Everyday I Write The Book,Elvis Costello ,3,65,1983,Rock,NULL
No One Can Love You More Than Me,Melissa Manchester,4,78,1983,Other,NULL
Big Log,Robert Plant,16,20,1983,Heavy metal,NULL
Dirty Looks,Juice Newton,3,90,1983,Pop,NULL
Never Say Die,Cliff Richard,3,73,1983,Pop,NULL
Allies,Heart,4,83,1983,Heavy metal,NULL
Caught In The Game,Survivor,5,77,1983,Rock,NULL
This Time,Bryan Adams,12,24,1983,Rock,NULL
Wherever I Lay My Hat,Paul Young,2,91,1983,Rock,NULL
What Am I Gonna Do,Rod Stewart,2,84,1983,Heavy metal,NULL
Favorite Waste Of Time,Bette Midler,4,78,1983,Other,NULL
Far From Over,Frank Stallone,16,10,1983,Other,NULL
How Am I Supposed To Live Without You,Laura Branigan,20,12,1983,Pop,NULL
Puttin  On The Ritz,Taco,2,73,1983,Other,NULL
(she s) Sexy + 17,Stray Cats,2,38,1983,Alternative rock,NULL
Is This The End,New Edition,4,85,1983,Funk,NULL
It Must Be Love,Madness,12,33,1983,Pop,NULL
Dead Giveaway,Shalamar,20,22,1983,Pop,NULL
Take Another Picture,Quarterflash,6,58,1983,Rock,NULL
Everyday People,Joan Jett And The Blackhearts,1,87,1983,Other,NULL
Rockit,Herbie Hancock,9,71,1983,Jazz,NULL
Lucky,Eye To Eye,2,88,1983,Other,NULL
Sitting At The Wheel,The Moody Blues,10,27,1983,Rhythm and blues (R&B),NULL
Sweet Dreams,Eurythmics,1,83,1983,Rock,NULL
Don t Try And Stop It,Roman Holliday,1,94,1983,Pop,NULL
Time Will Reveal,DeBarge,3,61,1983,Funk,NULL
Everyday I Write The Book,Elvis Costello,11,36,1983,Heavy metal,NULL
How Many Times Can We Say Goodbye,"Dionne Warwick,Luther Vandross",4,38,1983,Other,NULL
Just Got Lucky,JoBoxers,8,41,1983,Rock,NULL
What Am I Gonna Do (I'm So In Love With You),Rod Stewart,10,35,1983,Heavy metal,NULL
Guns For Hire,AC\/DC,5,84,1983,Heavy metal,NULL
"Tonight, I Celebrate My Love","Peabo Bryson,Roberta Flack",17,17,1983,Other,NULL
I Won't Stand In Your Way,Stray Cats,1,72,1983,Alternative rock,NULL
Everyday People,Joan Jett & The Blackhearts,8,37,1983,Other,NULL
Foolin',Def Leppard,9,29,1983,Rock,NULL
Maniac,Michael Sembello,22,1,1983,Rock,NULL
Say Say Say,"Paul McCartney,Michael Jackson",3,11,1983,Other,NULL
"Promises, Promises",Naked Eyes,16,11,1983,Pop,NULL
Dr. Heckyll & Mr. Jive,Men At Work,7,28,1983,Rock,NULL
Heart And Soul,Huey Lewis & The News,8,19,1983,Other,NULL
Don't Try To Stop It,Roman Holliday,5,68,1983,Pop,NULL
Ain't Nobody,Chaka Khan,5,52,1983,Rhythm and blues (R&B),NULL
What's New,"Linda Ronstadt,Nelson Riddle",1,84,1983,Other,NULL
Telefone (Long Distance Love Affair),Sheena Easton,11,9,1983,Pop,NULL
Can't Shake Loose,Agnetha Faltskog,10,31,1983,Other,NULL
Wherever I Lay My Hat (That's My Home),Paul Young,5,70,1983,Rock,NULL
(She's) Sexy + 17,Stray Cats,13,5,1983,Rock,NULL
On The Dark Side,John Cafferty\/Beaver Brown Band,4,68,1983,Other,NULL
Old Time Rock & Roll,Bob Seger,7,48,1983,Heavy metal,NULL
I Think You'll Remember Tonight,Axe,2,94,1983,Other,NULL
Islands In The Stream,"Kenny Rogers,Dolly Parton",10,1,1983,Other,NULL
I Guess That's Why They Call It The Blues,Elton John,1,65,1983,Rock,NULL
I Just Can't Walk Away,Four Tops,2,82,1983,Pop,NULL
Puttin' On The Ritz,Taco,19,4,1983,Other,NULL
"Lady, Lady, Lady",Brooklyn Dreams,2,86,1983,Pop,NULL
Say It Isn't So,Daryl Hall & John Oates,1,30,1983,Other,NULL
Stop Doggin' Me Around,Klique,4,54,1983,Other,NULL
Don't Girls Get Lonely,Glenn Shorrock,6,69,1983,Rock,NULL
Should I Love You,Cee Farrow,6,82,1983,Other,NULL
Every Breath You Take,The Police,22,1,1983,Rock,NULL
I Need You,Pointer Sisters,4,59,1983,Jazz,NULL
Delirious,Prince,9,8,1983,Rock,NULL
Crumblin' Down,John Cougar Mellencamp,3,27,1983,Other,NULL
Sweet Dreams (Are Made of This),Eurythmics,25,1,1983,Pop,NULL
Never Say Die (Give A Little Bit More),Cliff Richard,4,76,1983,Rock,NULL
The Monkey Time,The Tubes,4,68,1983,Rock,NULL
Kiss The Bride,Elton John,12,25,1983,Pop,NULL
Trouble In Paradise,Al Jarreau,7,63,1983,Other,NULL
Don't Forget To Dance,The Kinks,10,29,1983,Heavy metal,NULL
Unconditional Love,Donna Summer,8,43,1983,Dance,NULL
Human Nature,Michael Jackson,14,7,1983,Dance,NULL
Don't Cry,Asia,13,10,1983,Other,NULL
How Can I Refuse,Heart,11,44,1983,Heavy metal,NULL
Tell Her No,Juice Newton,11,27,1983,Pop,NULL
The Night,The Animals,10,48,1983,Rock,NULL
Bad Boys,George Michael,9,60,1983,Pop,NULL
Don't You Get So Mad,Jeffrey Osborne,14,25,1983,Rhythm and blues (R&B),NULL
Lawyers In Love,Jackson Browne,15,13,1983,Rock,NULL
Cold Blooded,Rick James,12,40,1983,Rhythm and blues (R&B),NULL
Fight Fire With Fire,Kansas,7,58,1983,Rock,NULL
Human Touch,Rick Springfield,15,18,1983,Heavy metal,NULL
I'll Tumble 4 Ya,Culture Club,16,9,1983,Rhythm and blues (R&B),NULL
Lady Love Me (One More Time),George Benson,13,30,1983,Pop,NULL
You Know What To Do,Carly Simon,4,83,1983,Pop,NULL
She Works Hard For The Money,Donna Summer,21,3,1983,Pop,NULL
Stand Back,Stevie Nicks,19,5,1983,Rock,NULL
Freak-A-Zoid,Midnight Star,8,66,1983,Pop,NULL
It's A Mistake,Men At Work,15,6,1983,Pop,NULL
Somebody's Gonna Love You,Lee Greenwood,2,96,1983,Country,NULL
You Put The Beat In My Heart,Eddie Rabbitt,5,81,1983,Country,NULL
"Baby, What About You",Crystal Gayle,5,83,1983,Jazz,NULL
(Keep Feeling) Fascination,The Human League,20,8,1983,Dance,NULL
Masquerade,Berlin,3,82,1983,Other,NULL
Four Little Diamonds,Electric Light Orchestra,2,86,1983,Rock,NULL
Life Gets Better,Graham Parker,2,94,1983,Rock,NULL
Canvas Of Life,Minor Detail,2,92,1983,Other,NULL
Hold Me 'Til The Mornin' Comes,Paul Anka,16,40,1983,Rock,NULL
China Girl,David Bowie,18,10,1983,Rock,NULL
Rainbow's End,Sergio Mendes,8,52,1983,Other,NULL
You're Driving Me Out Of My Mind,Little River Band,11,35,1983,Rock,NULL
Take Me To Heart,Quarterflash,16,14,1983,Rock,NULL
I Don't Wanna Dance,Eddy Grant,7,53,1983,Rock,NULL
Don't You Know How Much I Love You,Ronnie Milsap,7,58,1983,Country,NULL
High Time,Styx,7,48,1983,Rock,NULL
All Time High,Rita Coolidge,13,36,1983,Pop,NULL
Living On The Edge,Jim Capaldi,5,75,1983,Other,NULL
Is There Something I Should Know,Duran Duran,17,4,1983,Rock,NULL
All I Need To Know,Bette Midler,4,77,1983,Other,NULL
Someone Belonging To Someone,Bee Gees,6,49,1983,Other,NULL
After The Fall,Journey,12,23,1983,Rock,NULL
What's She Got,Liquid Gold,4,86,1983,Other,NULL
Hot Girls In Love,Loverboy,16,11,1983,Heavy metal,NULL
Blame It On Love,Smokey Robinson,12,48,1983,Soul,NULL
Flashdance...What A Feeling,Irene Cara,25,1,1983,Pop,NULL
Words,F.R. David,9,62,1983,Rock,NULL
Hang On Now,Kajagoogoo,4,78,1983,Other,NULL
Ship To Shore,Chris DeBurgh,5,71,1983,Other,NULL
Rock Of Ages,Def Leppard,15,16,1983,Heavy metal,NULL
Take Away,Big Ric,3,91,1983,Other,NULL
Get It Right,Aretha Franklin,8,61,1983,Other,NULL
Rock 'N' Roll Is King,Electric Light Orchestra,13,19,1983,Rock,NULL
Never Gonna Let You Go,Sergio Mendes,23,4,1983,Other,NULL
Sharp Dressed Man,ZZ Top,9,56,1983,Heavy metal,NULL
Do It Again\/Billie Jean,Club House,5,75,1983,Other,NULL
Solsbury Hill,Peter Gabriel,3,84,1983,Rock,NULL
Midnight Blue,Louise Tucker,13,46,1983,Other,NULL
Saved By Zero,The Fixx,16,20,1983,Rock,NULL
Change,Tears For Fears,6,73,1983,Rock,NULL
Electric Avenue,Eddy Grant,22,2,1983,Rock,NULL
Fake Friends,Joan Jett & The Blackhearts,10,35,1983,Other,NULL
Our House,Madness,19,7,1983,Pop,NULL
Cuts Like A Knife,Bryan Adams,14,15,1983,Rock,NULL
Garden Party,Herb Alpert,4,81,1983,Pop,NULL
**1999**,Prince,18,12,1983,Hip hop/Rap,NULL
Maybe This Day,Kissing The Pink,5,87,1983,Other,NULL
Wanna Be Startin' Somethin',Michael Jackson,15,5,1983,Dance,NULL
Crazy,The Manhattans,6,72,1983,Rhythm and blues (R&B),NULL
How Do You Keep The Music Playing,"James Ingram,Patti Austin",17,45,1983,Other,NULL
It's Inevitable,Charlie,11,38,1983,Rock,NULL
The Border,America,12,33,1983,Other,NULL
Juicy Fruit,Mtume,12,45,1983,Funk,NULL
Tip Of My Tongue,The Tubes,7,52,1983,Heavy metal,NULL
Holiday Road,Lindsey Buckingham,5,82,1983,Pop,NULL
The Salt In My Tears,Martin Briley,15,36,1983,Other,NULL
Too Shy,Kajagoogoo,19,5,1983,Other,NULL
Scarlet Fever,Kenny Rogers,2,94,1983,Pop,NULL
Who's Behind The Door?,Zebra,8,61,1983,Rock,NULL
West Coast Summer Nights,Tony Carey,9,64,1983,Other,NULL
All This Love,DeBarge,19,17,1983,Soul,NULL
Pieces Of Ice,Diana Ross,10,31,1983,Soul,NULL
Come Dancing,The Kinks,17,6,1983,Heavy metal,NULL
Baby Jane,Rod Stewart,14,14,1983,Pop,NULL
"Bad, Bad Billy",Snuff,2,88,1983,Other,NULL
War Games,"Crosby, Stills & Nash",9,45,1983,Rock,NULL
She's A Beauty,The Tubes,20,10,1983,Heavy metal,NULL
I'm Still Standing,Elton John,16,12,1983,Pop,NULL
Shiny Shiny,Haysi Fantayzee,5,74,1983,Other,NULL
Radio Free Europe,R.E.M.,5,78,1983,Alternative rock,NULL
Slipping Away,Dave Edmunds,15,39,1983,Pop,NULL
You Belong To Me,The Doobie Brothers,4,79,1983,Heavy metal,NULL
Ewok Celebration,Meco,8,60,1983,Other,NULL
Stop In The Name Of Love,The Hollies,12,29,1983,Pop,NULL
Don't Let It End,Styx,16,6,1983,Pop,NULL
Do You Compute?,Donnie Iris,7,64,1983,Rock,NULL
Til You And Your Lover Are Lovers Again,Engelbert Humperdinck,5,77,1983,Pop,NULL
Wishing (If I Had A Photograph Of You),A Flock Of Seagulls,14,26,1983,Other,NULL
Stand By,Roman Holliday,9,54,1983,Pop,NULL
Try Again,Champaign,20,23,1983,Rhythm and blues (R&B),NULL
Time (Clock Of The Heart),Culture Club,18,2,1983,Rock,NULL
Beat It,Michael Jackson,25,1,1983,Funk,NULL
A Million Miles Away,The Plimsouls,3,82,1983,Other,NULL
Family Man,Daryl Hall & John Oates,16,6,1983,Other,NULL
White Wedding,Billy Idol,13,36,1983,Other,NULL
Affair Of The Heart,Rick Springfield,18,9,1983,Rock,NULL
When You Were Mine,Mitch Ryder & The Detroit Wheels,4,87,1983,Other,NULL
I.O.U.,Lee Greenwood,11,53,1983,Country,NULL
Legal Tender,The B-52's,4,81,1983,Pop,NULL
China,Red Rockers,10,53,1983,Alternative rock,NULL
Waiting For Your Love,Toto,6,73,1983,Heavy metal,NULL
Always Something There To Remind Me,Naked Eyes,22,8,1983,Rock,NULL
Don't Change,INXS,4,80,1983,Alternative rock,NULL
Let's Dance,David Bowie,20,1,1983,Pop,NULL
Roll Me Away,Bob Seger,10,27,1983,Heavy metal,NULL
The Woman In You,Bee Gees,11,24,1983,Other,NULL
Faithfully,Journey,16,12,1983,Rock,NULL
Space Age Whiz Kids,Joe Walsh,8,52,1983,Rock,NULL
Johnny B. Goode,Peter Tosh,4,84,1983,Rhythm and blues (R&B),NULL
Don't Pay The Ferryman,Chris DeBurgh,14,34,1983,Other,NULL
The Metro,Berlin,10,58,1983,Other,NULL
Solid Rock,Goanna,7,71,1983,Other,NULL
That's Love,Jim Capaldi,13,28,1983,Other,NULL
My Love,Lionel Richie,16,5,1983,Rhythm and blues (R&B),NULL
Little Red Corvette,Prince,22,6,1983,Soul,NULL
Shy Boy (Don't It Make You Feel Good),Bananarama,4,83,1983,Other,NULL
Boogie Down,Al Jarreau,6,77,1983,Other,NULL
We Two,Little River Band,12,22,1983,Rock,NULL
Save The Overtime (For Me),Gladys Knight & The Pips,10,66,1983,Rhythm and blues (R&B),NULL
You Are In My System,Robert Palmer,6,78,1983,Rock,NULL
Overkill,Men At Work,16,3,1983,Rock,NULL
She Blinded Me With Science,Thomas Dolby,22,5,1983,Other,NULL
The Closer You Get,Alabama,11,38,1983,Other,NULL
Europa And The Pirate Twins,Thomas Dolby,5,67,1983,Other,NULL
Don't Make Me Do It,Patrick Simmons,5,75,1983,Rock,NULL
Candy Girl,New Edition,11,46,1983,Funk,NULL
Night Pulse,Double Image,3,92,1983,Other,NULL
Inside Love (So Personal),George Benson,10,43,1983,Jazz,NULL
Straight From The Heart,Bryan Adams,19,10,1983,Pop,NULL
Stranger In My House,Ronnie Milsap,16,23,1983,Soul,NULL
Love Never Fails,Greg Kihn Band,6,59,1983,Rock,NULL
Never Tell An Angel (When Your Heart's On Fire),The Stompers,4,88,1983,Other,NULL
Fade Away,Loz Netto,6,82,1983,Other,NULL
All My Life,Kenny Rogers,11,37,1983,Pop,NULL
No Time For Talk,Christopher Cross,10,33,1983,Pop,NULL
Solitaire,Laura Branigan,17,7,1983,Pop,NULL
Der Kommissar,After The Fire,21,5,1983,Other,NULL
Cool Places,"Sparks,Jane Wiedlin",12,49,1983,Other,NULL
Drop The Pilot,Joan Armatrading,6,78,1983,Rock,NULL
Love Is The Key,Maze Featuring Frankie Beverly,5,80,1983,Rhythm and blues (R&B),NULL
I Won't Hold You Back,Toto,17,10,1983,Rock,NULL
Photograph,Def Leppard,17,12,1983,Heavy metal,NULL
Billie Jean,Michael Jackson,24,1,1983,Funk,NULL
Love's Got A Line On You,Scandal,13,59,1983,Rock,NULL
Theme From Doctor Detroit,Devo,6,59,1983,Rock,NULL
Looking For A Stranger,Pat Benatar,10,39,1983,Rock,NULL
Mornin',Al Jarreau,15,21,1983,Other,NULL
Come On Eileen,Dexys Midnight Runners,23,1,1983,Pop,NULL
Love On Your Side,Thompson Twins,9,45,1983,Dance,NULL
The One Thing,INXS,14,30,1983,Rock,NULL
Jeopardy,Greg Kihn Band,22,2,1983,Rock,NULL
When I'm With You,Sheriff,7,61,1983,Heavy metal,NULL
Rio,Duran Duran,13,14,1983,Pop,NULL
Easy For You To Say,Linda Ronstadt,10,54,1983,Country,NULL
Ricky,"""Weird Al"" Yankovic",8,63,1983,Hip hop/Rap,NULL
Keep It Confidential,Nona Hendryx,3,91,1983,Dance,NULL
New Year's Day,U2,12,53,1983,Rock,NULL
Gimme All Your Lovin,ZZ Top,12,37,1983,Heavy metal,NULL
What You Do To Me,Carl Wilson,6,72,1983,Soul,NULL
He's A Pretender,High Inergy,5,82,1983,Other,NULL
The Celtic Soul Brothers,Dexys Midnight Runners,4,86,1983,Soul,NULL
Some Kind Of Friend,Barry Manilow,16,26,1983,Other,NULL
Fool Moon Fire,Walter Egan,10,46,1983,Rock,NULL
It Might Be You,Stephen Bishop,20,25,1983,Rock,NULL
You Can't Run From Love,Eddie Rabbitt,8,55,1983,Pop,NULL
Dancing In The Shadows,After The Fire,3,85,1983,Other,NULL
Mr. Roboto,Styx,18,3,1983,Pop,NULL
I Couldn't Say No,Robert Ellis Orrall,12,32,1983,Pop,NULL
So Wrong,Patrick Simmons,13,30,1983,Rock,NULL
Why Me?,Planet P,9,64,1983,Hip hop/Rap,NULL
Welcome To Heartlight,Kenny Loggins,14,24,1983,Rock,NULL
Front Page Story,Neil Diamond,8,65,1983,Pop,NULL
I Cannot Believe It's True,Phil Collins,4,79,1983,Jazz,NULL
Sing Me Away,Night Ranger,9,54,1983,Rock,NULL
Bang The Drum All Day,Todd Rundgren,5,63,1983,Heavy metal,NULL
The Walls Came Down,The Call,5,74,1983,Rock,NULL
Side By Side,"Earth, Wind & Fire",4,76,1983,Funk,NULL
Smiling Islands,Robbie Patton,12,52,1983,Other,NULL
Swingin',John Anderson,13,43,1983,Country,NULL
Separate Ways (Worlds Apart),Journey,17,8,1983,Rock,NULL
Fools Game,Michael Bolton,3,82,1983,Pop,NULL
I Like It,DeBarge,17,31,1983,Pop,NULL
Even Now,Bob Seger,12,12,1983,Rock,NULL
Sign Of The Times,The Belle Stars,4,75,1983,Other,NULL
One On One,Daryl Hall & John Oates,18,7,1983,Other,NULL
Whatever Happened To Old Fashioned Love,B.J. Thomas,2,93,1983,Other,NULL
Twilight Zone,Golden Earring,22,10,1983,Pop,NULL
Hungry Like The Wolf,Duran Duran,22,3,1983,Alternative rock,NULL
We've Got Tonight,"Kenny Rogers,Sheena Easton",18,6,1983,Other,NULL
Whirly Girl,Oxo,14,28,1983,Pop,NULL
I Know There's Something Going On,Frida,21,13,1983,Other,NULL
I Eat Cannibals,Total Coelo,6,66,1983,Other,NULL
Tonight,The Whispers,4,84,1983,Dance,NULL
Make Love Stay,Dan Fogelberg,16,29,1983,Rock,NULL
Minimum Love,Mac McAnally,12,41,1983,Country,NULL
"Where Everybody Knows Your Name (The Theme From ""Cheers"")",Gary Portnoy,4,83,1983,Pop,NULL
Take The Short Way Home,Dionne Warwick,13,41,1983,Soul,NULL
Do You Really Want To Hurt Me,Culture Club,21,2,1983,Rhythm and blues (R&B),NULL
Wind Him Up,Saga,8,64,1983,Rock,NULL
Back On The Chain Gang,The Pretenders,21,5,1983,Other,NULL
I Melt With You,Modern English,7,78,1983,Other,NULL
I've Got A Rock N' Roll Heart,Eric Clapton,16,18,1983,Rock,NULL
You Are,Lionel Richie,18,4,1983,Soul,NULL
Never Give Up,Sammy Hagar,8,46,1983,Heavy metal,NULL
Do You Wanna Hold Me?,Bow Wow Wow,4,77,1983,Hip hop/Rap,NULL
The Devil Made Me Do It,Golden Earring,4,79,1983,Heavy metal,NULL
Mexican Radio,Wall Of Voodoo,9,58,1983,Alternative rock,NULL
Little Too Late,Pat Benatar,14,20,1983,Rock,NULL
All Right,Christopher Cross,16,12,1983,Pop,NULL
Reap The Wild Wind,Ultravox,5,71,1983,Other,NULL
Poison Arrow,ABC,15,25,1983,Other,NULL
Fall In Love With Me,"Earth, Wind & Fire",16,17,1983,Rhythm and blues (R&B),NULL
Change Of Heart,Tom Petty & The Heartbreakers,11,21,1983,Rock,NULL
Shame On The Moon,Bob Seger,19,2,1983,Rock,NULL
Love My Way,Psychedelic Furs,10,44,1983,Rock,NULL
I Won't Be Home Tonight,Tony Carey,7,79,1983,Other,NULL
Lies,Thompson Twins,16,30,1983,Pop,NULL
Every Home Should Have One,Patti Austin,7,69,1983,Rhythm and blues (R&B),NULL
The Fanatic,Felony,12,42,1983,Other,NULL
Outstanding,The Gap Band,8,51,1983,Funk,NULL
Breaking Us In Two,Joe Jackson,16,18,1983,Other,NULL
Stray Cat Strut,Stray Cats,18,3,1983,Rock,NULL
Goodnight Saigon,Billy Joel,7,56,1983,Other,NULL
